Name,Artist,Genre,Subgenre,Energy
Whip (feat. Travis Scott),2 Chainz,r&b,urban contemporary,0.399
Freaky,Tory Lanez,r&b,urban contemporary,0.563
Spray (feat. Tyga & YG),Sneakk,r&b,urban contemporary,0.659
Ready (feat. Gunna),Lil Baby,r&b,urban contemporary,0.395
Stop Snitchin,YG,r&b,urban contemporary,0.714
The London (feat. J. Cole & Travis Scott),Young Thug,r&b,urban contemporary,0.586
WIFI LIT,Future,r&b,urban contemporary,0.579
Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,r&b,urban contemporary,0.666
"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",Mustard,r&b,urban contemporary,0.493
Go Loko,YG,r&b,urban contemporary,0.67
Legendary (feat. Gunna),Tyga,r&b,urban contemporary,0.492
Money In The Grave (Drake ft. Rick Ross),Drake,r&b,urban contemporary,0.502
Dubai Shit,Huncho Jack,r&b,urban contemporary,0.535
Feels (feat. Young Thug & J Hus),Ed Sheeran,r&b,urban contemporary,0.68
Home P*ssy,D-Block Europe,r&b,urban contemporary,0.57
Mask Off,Future,r&b,urban contemporary,0.434
Forever,Tory Lanez,r&b,urban contemporary,0.776
Gold Roses (feat. Drake),Rick Ross,r&b,urban contemporary,0.642
Omo,Burna Boy,r&b,urban contemporary,0.715
How Bout Now,Drake,r&b,urban contemporary,0.404
Show & Tell (feat. Future),Burna Boy,r&b,urban contemporary,0.724
Jodeci Freestyle (feat. J. Cole),Drake,r&b,urban contemporary,0.844
Cartier,Gino J,r&b,urban contemporary,0.635
Hot (feat. Gunna),Young Thug,r&b,urban contemporary,0.651
MAYDAY (feat. Sheck Wes & Young Thug),CHASE B,r&b,urban contemporary,0.726
On The Low,Burna Boy,r&b,urban contemporary,0.781
County Lines 1,Frosty,r&b,urban contemporary,0.491
Ladbroke Grove,AJ Tracey,r&b,urban contemporary,0.839
Collateral Damage,Burna Boy,r&b,urban contemporary,0.852
Get To The Bag,JY MNTL,r&b,urban contemporary,0.582
So High (feat. Fredo),MIST,r&b,urban contemporary,0.714
"Yo x Ti, Tu x Mi",ROSALÍA,r&b,urban contemporary,0.759
Rich (feat. D Block Europe & Offset),The Plug,r&b,urban contemporary,0.658
Caramel,Payman,r&b,urban contemporary,0.726
Ma Lo,Tiwa Savage,r&b,urban contemporary,0.721
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,r&b,urban contemporary,0.597
I Like (feat. WizKid),Kojo Funds,r&b,urban contemporary,0.833
Bené,PNL,r&b,urban contemporary,0.7
Ride,A$AP Ferg,r&b,urban contemporary,0.71
Mon ami,Still Fresh,r&b,urban contemporary,0.742
1 Question,E-40,r&b,urban contemporary,0.677
Hottest in the City,Ty Dolla $ign,r&b,urban contemporary,0.67
Giddem,Burna Boy,r&b,urban contemporary,0.777
Cellophané,Rim'K,r&b,urban contemporary,0.672
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,r&b,urban contemporary,0.525
Pose To Do (feat. French Montana and Quavo),Lil Pump,r&b,urban contemporary,0.633
Dior (feat. Gunna),Moneybagg Yo,r&b,urban contemporary,0.534
Mood Swings,A Boogie Wit da Hoodie,r&b,urban contemporary,0.664
Big Mood,PAST,r&b,urban contemporary,0.59
"Givenchy Bag (feat. Future, Nafe Smallz & Chip)",Wiley,r&b,urban contemporary,0.663
Repentance,D-Block Europe,r&b,urban contemporary,0.567
Moist (feat. K CAMP),Eric Bellinger,r&b,urban contemporary,0.691
Good Love (feat. Tory Lanez),Nafe Smallz,r&b,urban contemporary,0.641
Aye Migo,Ca$h Out,r&b,urban contemporary,0.736
Start Wit Me (feat. Gunna),Roddy Ricch,r&b,urban contemporary,0.479
Somebody,Internet Money,r&b,urban contemporary,0.671
Tell Me,Krept & Konan,r&b,urban contemporary,0.672
Thumb,M Huncho,r&b,urban contemporary,0.538
No Cryin (feat. Future),dvsn,r&b,urban contemporary,0.63
Jerry Sprunger (with T-Pain),Tory Lanez,r&b,urban contemporary,0.744
Wave Time 2 (feat. Chip & Nafe Smallz),Mastermind,r&b,urban contemporary,0.537
Yessirr,Tory Lanez,r&b,urban contemporary,0.583
"Me, Myself and I",Beyoncé,r&b,urban contemporary,0.458
This Woman's Work,Maxwell,r&b,urban contemporary,0.329
Lifetime,Maxwell,r&b,urban contemporary,0.454
Daughters,John Mayer,r&b,urban contemporary,0.413
Broken Strings,James Morrison,r&b,urban contemporary,0.717
I Bruise Easily,Natasha Bedingfield,r&b,urban contemporary,0.58
Bubbly,Colbie Caillat,r&b,urban contemporary,0.477
Into You (feat. Fabolous),Tamia,r&b,urban contemporary,0.531
Never Gonna Let You Go,Tamia,r&b,urban contemporary,0.451
Unpredictable - Main,Jamie Foxx,r&b,urban contemporary,0.595
Age Ain't Nothing But a Number,Aaliyah,r&b,urban contemporary,0.532
At Your Best (You Are Love),Aaliyah,r&b,urban contemporary,0.463
Street Thing,Aaliyah,r&b,urban contemporary,0.504
Good Girls,Joe,r&b,urban contemporary,0.514
All The Things (Your Man Won't Do),Joe,r&b,urban contemporary,0.679
All That I Am,Joe,r&b,urban contemporary,0.404
...Til the Cops Come Knockin',Maxwell,r&b,urban contemporary,0.559
Lonely's the Only Company (I&II),Maxwell,r&b,urban contemporary,0.37
Officially Missing You,Tamia,r&b,urban contemporary,0.407
Show Me Love,Tamia,r&b,urban contemporary,0.646
Falling for You,Tamia,r&b,urban contemporary,0.753
Torn,LeToya,r&b,urban contemporary,0.894
I Love You,Faith Evans,r&b,urban contemporary,0.757
I Found My Smile Again (Radio Edit),D'Angelo,r&b,urban contemporary,0.55
Let Me Love You,Mario,r&b,urban contemporary,0.578
You Don't Know My Name,Alicia Keys,r&b,urban contemporary,0.663
Sweet Lady,Tyrese,r&b,urban contemporary,0.522
Nice & Slow,Usher,r&b,urban contemporary,0.299
We Are to Be,Chymamusique,r&b,urban contemporary,0.479
Bartender (feat. Akon),T-Pain,r&b,urban contemporary,0.391
Shortie Like Mine,Bow Wow,r&b,urban contemporary,0.642
L.O.V.E,Devin Morrison,r&b,urban contemporary,0.283
Hold Back The River,James Bay,r&b,urban contemporary,0.715
Catalina,ROSALÍA,r&b,urban contemporary,0.267
Triste,Kase.O,r&b,urban contemporary,0.357
Say Something,A Great Big World,r&b,urban contemporary,0.147
Slip,Elliot Moss,r&b,urban contemporary,0.275
Cannonball,Damien Rice,r&b,urban contemporary,0.284
Fall In Line (feat. Demi Lovato),Christina Aguilera,r&b,urban contemporary,0.631
Aunque Es De Noche,ROSALÍA,r&b,urban contemporary,0.29
9 Crimes,Damien Rice,r&b,urban contemporary,0.139
PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,r&b,urban contemporary,0.676
Penélope Cruz Volver,Estrella Morente,r&b,urban contemporary,0.386
Un Veneno,C. Tangana,r&b,urban contemporary,0.318
La Sandunguera,Nathy Peluso,r&b,urban contemporary,0.56
The Blower's Daughter,Damien Rice,r&b,urban contemporary,0.2
Alabame,Nathy Peluso,r&b,urban contemporary,0.5
No Hay Tanto Pan,Sílvia Pérez Cruz,r&b,urban contemporary,0.193
Chinchetas en el aire,Los Delinquentes,r&b,urban contemporary,0.643
Peer Pressure (feat. Julia Michaels),James Bay,r&b,urban contemporary,0.715
Barefoot In The Park,James Blake,r&b,urban contemporary,0.632
Retrograde,James Blake,r&b,urban contemporary,0.251
Hot Butter,Nathy Peluso,r&b,urban contemporary,0.202
DI MI NOMBRE - Cap.8: Éxtasis,ROSALÍA,r&b,urban contemporary,0.534
7 Days,Craig David,r&b,urban contemporary,0.812
Lullaby For My Insomniac,James Blake,r&b,urban contemporary,0.0297
Loin De Paname - BOF Faubourg 36,Nora Arnezeder,r&b,urban contemporary,0.363
I Can't Stand the Rain,Seal,r&b,urban contemporary,0.62
Que te vaya bonito,Chavela Vargas,r&b,urban contemporary,0.25
"Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny",James Vincent McMorrow,r&b,urban contemporary,0.177
Gravity,John Mayer,r&b,urban contemporary,0.326
Hay Amores,Shakira,r&b,urban contemporary,0.113
I Won’t Complain,Benjamin Clementine,r&b,urban contemporary,0.396
Growing Pains,NANG,r&b,urban contemporary,0.327
200 Press,James Blake,r&b,urban contemporary,0.573
Cornerstone,Benjamin Clementine,r&b,urban contemporary,0.359
Jolene,Dolly Parton,r&b,urban contemporary,0.537
Jarabi,Ketama,r&b,urban contemporary,0.349
Shallow,Lady Gaga,r&b,urban contemporary,0.385
River,Ibeyi,r&b,urban contemporary,0.292
Deep,Marian Hill,r&b,urban contemporary,0.256
Human,Sevdaliza,r&b,urban contemporary,0.168
Blue Lights,Jorja Smith,r&b,urban contemporary,0.57
Cigarettes & Cush (feat. Kehlani & Lily Allen),Stormzy,r&b,urban contemporary,0.64
Building A Family,Mark Isham,r&b,urban contemporary,0.13
Feeling Good,Michael Bublé,r&b,urban contemporary,0.548
Candlelight,Zhavia Ward,r&b,urban contemporary,0.542
Say Something - The Four Performance,Zhavia Ward,r&b,urban contemporary,0.396
Call Out My Name - The Four Performance,Leah Jenea,r&b,urban contemporary,0.42
Killing Me Softly With His Song - The Four Performance,Zhavia Ward,r&b,urban contemporary,0.64
No Diggity,Alice Jemima,r&b,urban contemporary,0.414
Entre Dos Aguas - Remastered 2014,Paco de Lucía,r&b,urban contemporary,0.917
If I Ain't Got You,Alicia Keys,r&b,urban contemporary,0.445
Crescent,Anomalie,r&b,urban contemporary,0.292
"Read All About It, Pt. III",Emeli Sandé,r&b,urban contemporary,0.44
Jealous,Labrinth,r&b,urban contemporary,0.155
I'm Not The Only One,Sam Smith,r&b,urban contemporary,0.491
Breathe Me,Sia,r&b,urban contemporary,0.625
I See Fire,Ed Sheeran,r&b,urban contemporary,0.176
Take Me Home - BBC Children In Need Single 2015,Jess Glynne,r&b,urban contemporary,0.466
Dancing On My Own,Calum Scott,r&b,urban contemporary,0.175
Beneath Your Beautiful,Labrinth,r&b,urban contemporary,0.522
Focus - The Four Performance,Leah Jenea,r&b,urban contemporary,0.563
Creep - The Four Performance,VINCINT,r&b,urban contemporary,0.691
Keep Your Head Up,Ben Howard,r&b,urban contemporary,0.579
Sober,Mahalia,r&b,urban contemporary,0.7
Unsteady,X Ambassadors,r&b,urban contemporary,0.665
Unforgettable - The Four Performance,Zhavia Ward,r&b,urban contemporary,0.846
Como el Agua,Lianna,r&b,urban contemporary,0.344
A Storm On A Summers Day,Full Crate,r&b,urban contemporary,0.295
Waiting On the World to Change,John Mayer,r&b,urban contemporary,0.756
Whatever Happens,Michael Jackson,r&b,urban contemporary,0.741
Issues/Hold On,Teyana Taylor,r&b,urban contemporary,0.523
Gonna Love Me,Teyana Taylor,r&b,urban contemporary,0.506
No Pressure,Mahalia,r&b,urban contemporary,0.546
Go,Delilah,r&b,urban contemporary,0.403
Never Would Have Made It,Teyana Taylor,r&b,urban contemporary,0.456
Best Part (feat. Daniel Caesar),H.E.R.,r&b,urban contemporary,0.371
Tadow,Masego,r&b,urban contemporary,0.487
Mystery of Love,Sufjan Stevens,r&b,urban contemporary,0.273
Flirt,Biig Piig,r&b,urban contemporary,0.203
Vete,Biig Piig,r&b,urban contemporary,0.292
Eyes Open,Gidge,r&b,urban contemporary,0.37
Huldra - Other Version,Gidge,r&b,urban contemporary,0.514
Bad Blood,Nao,r&b,urban contemporary,0.412
Never Would Have Made It,Marvin Sapp,r&b,urban contemporary,0.559
Ain't No Sunshine,Bill Withers,r&b,urban contemporary,0.416
Something's Got To Give,Labrinth,r&b,urban contemporary,0.747
What We Leave Behind,Labrinth,r&b,urban contemporary,0.293
Lesson Learned (feat. John Mayer),Alicia Keys,r&b,urban contemporary,0.461
Hallelujah,Alicia Keys,r&b,urban contemporary,0.496
8,Billie Eilish,r&b,urban contemporary,0.235
i love you,Billie Eilish,r&b,urban contemporary,0.131
goodbye,Billie Eilish,r&b,urban contemporary,0.138
xanny,Billie Eilish,r&b,urban contemporary,0.125
ocean eyes,Billie Eilish,r&b,urban contemporary,0.363
Don't Miss It,James Blake,r&b,urban contemporary,0.341
I Fell In Love,Gidge,r&b,urban contemporary,0.61
Paloma Negra,Chavela Vargas,r&b,urban contemporary,0.036
Vibin' Out with ((( O ))),FKJ,r&b,urban contemporary,0.169
Confidently Lost,Sabrina Claudio,r&b,urban contemporary,0.39
5AM,Amber Run,r&b,urban contemporary,0.434
Gale Song,The Lumineers,r&b,urban contemporary,0.326
Best Part of Me (feat. YEBBA),Ed Sheeran,r&b,urban contemporary,0.242
hostage,Billie Eilish,r&b,urban contemporary,0.123
&burn (with Vince Staples),Billie Eilish,r&b,urban contemporary,0.379
Closer,JYWRRN,r&b,urban contemporary,0.323
Waves - Guitar Acoustic,Dean Lewis,r&b,urban contemporary,0.285
Remember,Seinabo Sey,r&b,urban contemporary,0.414
Photograph,Jacob Banks,r&b,urban contemporary,0.254
You Might Find Me,Jacob Banks,r&b,urban contemporary,0.0118
Slow Up,Jacob Banks,r&b,urban contemporary,0.34
Ex-Factor - BBC Live Session,JP Cooper,r&b,urban contemporary,0.233
Get You The Moon (feat. Snøw),Kina,r&b,urban contemporary,0.235
Cocaine,Pink Sweat$,r&b,urban contemporary,0.228
East Atlanta Love Letter (feat. Future),6LACK,r&b,urban contemporary,0.315
Home,Teitur,r&b,urban contemporary,0.203
For Altid,Teitur,r&b,urban contemporary,0.223
Sadness Is Taking Over,flora cash,r&b,urban contemporary,0.638
Unknown (To You),Jacob Banks,r&b,urban contemporary,0.538
Come Home To Me,LÉON,r&b,urban contemporary,0.193
"River - Recorded At RAK Studios, London",Sam Smith,r&b,urban contemporary,0.181
The Few Things (With Charlotte Lawrence),JP Saxe,r&b,urban contemporary,0.426
Jaded,Drake,r&b,urban contemporary,0.272
Summer Games,Drake,r&b,urban contemporary,0.482
Fake Love,Drake,r&b,urban contemporary,0.481
One Dance,Drake,r&b,urban contemporary,0.625
Jungle,Drake,r&b,urban contemporary,0.235
Crew Love,Drake,r&b,urban contemporary,0.546
Take Care,Drake,r&b,urban contemporary,0.515
Marvins Room,Drake,r&b,urban contemporary,0.26
Love Lies (with Normani),Khalid,r&b,urban contemporary,0.648
lovely (with Khalid),Billie Eilish,r&b,urban contemporary,0.296
Therapy,Khalid,r&b,urban contemporary,0.484
Call Out My Name,The Weeknd,r&b,urban contemporary,0.598
Pray For Me (with Kendrick Lamar),The Weeknd,r&b,urban contemporary,0.667
Jocelyn Flores,XXXTENTACION,r&b,urban contemporary,0.391
Jump (with Trippie Redd),Julia Michaels,r&b,urban contemporary,0.547
Midsummer Madness,88rising,r&b,urban contemporary,0.678
Playinwitme (feat. Kehlani),KYLE,r&b,urban contemporary,0.584
Man Down,Rihanna,r&b,urban contemporary,0.906
Lonely Together (feat. Rita Ora),Avicii,r&b,urban contemporary,0.666
Ex Calling,6LACK,r&b,urban contemporary,0.564
Cutting Ties,6LACK,r&b,urban contemporary,0.605
PRBLMS,6LACK,r&b,urban contemporary,0.58
TTM (feat. Wiz Khalifa & NGHTMRE),PnB Rock,r&b,urban contemporary,0.82
Broken,Lund,r&b,urban contemporary,0.581
All The Stars (with SZA),Kendrick Lamar,r&b,urban contemporary,0.633
Love Galore (feat. Travis Scott),SZA,r&b,urban contemporary,0.594
LOVE. FEAT. ZACARI.,Kendrick Lamar,r&b,urban contemporary,0.585
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,r&b,urban contemporary,0.535
Him & I (with Halsey),G-Eazy,r&b,urban contemporary,0.731
UnFazed (feat. The Weeknd),Lil Uzi Vert,r&b,urban contemporary,0.707
Exchange,Bryson Tiller,r&b,urban contemporary,0.433
Don't,Bryson Tiller,r&b,urban contemporary,0.356
Right My Wrongs,Bryson Tiller,r&b,urban contemporary,0.449
Lo Que Siento,Cuco,r&b,urban contemporary,0.685
Warpaint,88rising,r&b,urban contemporary,0.658
Head In The Clouds,88rising,r&b,urban contemporary,0.456
Little Prince (feat. NIKI),Rich Brian,r&b,urban contemporary,0.414
Eastside (with Halsey & Khalid),benny blanco,r&b,urban contemporary,0.68
Bedtime Stories (feat. The Weeknd) - From SR3MM,Rae Sremmurd,r&b,urban contemporary,0.64
Hold Your Hand,NAV,r&b,urban contemporary,0.614
Pull The Trigger,Russ,r&b,urban contemporary,0.651
Good Life (with G-Eazy & Kehlani),G-Eazy,r&b,urban contemporary,0.771
idontwannabeyouanymore,Billie Eilish,r&b,urban contemporary,0.412
Youth feat. Khalid,Shawn Mendes,r&b,urban contemporary,0.596
See You Again (feat. Kali Uchis),"Tyler, The Creator",r&b,urban contemporary,0.559
Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator",r&b,urban contemporary,0.429
Garden Shed (feat. Estelle),"Tyler, The Creator",r&b,urban contemporary,0.456
Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",r&b,urban contemporary,0.578
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,r&b,urban contemporary,0.477
Nonchalant,6LACK,r&b,urban contemporary,0.368
Pretending (feat. Jessie Reyez),A Boogie Wit da Hoodie,r&b,urban contemporary,0.558
Sativa,Jhené Aiko,r&b,urban contemporary,0.61
Summertime Magic,Childish Gambino,r&b,urban contemporary,0.579
Feels Like Summer,Childish Gambino,r&b,urban contemporary,0.596
Comin Out Strong,Future,r&b,urban contemporary,0.481
One Way (feat. T-Pain) - Bonus,6LACK,r&b,urban contemporary,0.406
SLOW DANCING IN THE DARK,Joji,r&b,urban contemporary,0.479
Loaded Gun,6LACK,r&b,urban contemporary,0.549
Let Her Go,6LACK,r&b,urban contemporary,0.634
Sorry,6LACK,r&b,urban contemporary,0.447
Pretty Little Fears (feat. J. Cole),6LACK,r&b,urban contemporary,0.458
Seasons (feat. Khalid),6LACK,r&b,urban contemporary,0.319
Freedom (feat. Jhené Aiko),Kris Wu,r&b,urban contemporary,0.389
Better,Khalid,r&b,urban contemporary,0.585
Climax (feat. 6lack),Young Thug,r&b,urban contemporary,0.362
Electric (feat. Khalid),Alina Baraz,r&b,urban contemporary,0.396
Without Me,Halsey,r&b,urban contemporary,0.488
Who Hurt You?,Daniel Caesar,r&b,urban contemporary,0.493
when the party's over,Billie Eilish,r&b,urban contemporary,0.104
Slow Down (with Calvin Harris),Normani,r&b,urban contemporary,0.693
Suncity (feat. Empress Of),Khalid,r&b,urban contemporary,0.63
Why Don’t You Come On (ft. Khalid and Empress Of),DJDS,r&b,urban contemporary,0.677
Thinkin Bout You,Frank Ocean,r&b,urban contemporary,0.339
Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,r&b,urban contemporary,0.23
Borrowed Love (feat. Swae Lee & WizKid),Metro Boomin,r&b,urban contemporary,0.594
"Only You (feat. WizKid, Offset & J Balvin)",Metro Boomin,r&b,urban contemporary,0.69
Some Way,NAV,r&b,urban contemporary,0.715
Overdose (feat. Chris Brown),AGNEZ MO,r&b,urban contemporary,0.616
Waves (feat. 6LACK),Normani,r&b,urban contemporary,0.588
If You Ever (feat. 6LACK),Nao,r&b,urban contemporary,0.62
Spar (feat. 6LACK & Kodak Black),Dreezy,r&b,urban contemporary,0.676
"Figures, a Reprise",Jessie Reyez,r&b,urban contemporary,0.412
Ride Of Your Life,Tinashe,r&b,urban contemporary,0.428
Tiiied (feat. 6LACK & Ella Mai),JID,r&b,urban contemporary,0.644
Workin Out,JID,r&b,urban contemporary,0.57
Save Me Pt 2 (feat. Austin Lam),Ski Mask The Slump God,r&b,urban contemporary,0.368
Machete,EARTHGANG,r&b,urban contemporary,0.815
Swimming Pools (Drank),Kendrick Lamar,r&b,urban contemporary,0.446
Round Whippin,A.CHAL,r&b,urban contemporary,0.776
B.L.O.W.,Tory Lanez,r&b,urban contemporary,0.692
They Don't,Derin Falana,r&b,urban contemporary,0.634
Halftime,Young Thug,r&b,urban contemporary,0.486
0 To 100 / The Catch Up,Drake,r&b,urban contemporary,0.716
Alchemy,Mick Jenkins,r&b,urban contemporary,0.744
Drugs,Anderson .Paak,r&b,urban contemporary,0.813
Another One,London Jae,r&b,urban contemporary,0.44
Juice,London Jae,r&b,urban contemporary,0.346
Corrupted,DuRu Tha King,r&b,urban contemporary,0.299
Yay,Chinx,r&b,urban contemporary,0.697
God Said Trap (King Trappy III),IDK,r&b,urban contemporary,0.59
Let's Win,Wave Chapelle,r&b,urban contemporary,0.833
Lights,Stewart Villain,r&b,urban contemporary,0.554
Lord (feat. Milc),Stewart Villain,r&b,urban contemporary,0.77
Oto Moto,Disiz La Peste,r&b,urban contemporary,0.629
Preach,SonReal,r&b,urban contemporary,0.751
Ordinary Nigga,Jonah Cruzz,r&b,urban contemporary,0.741
Cocky,Jonah Cruzz,r&b,urban contemporary,0.794
Laisse aller,Nekfeu,r&b,urban contemporary,0.539
Martin Eden,Nekfeu,r&b,urban contemporary,0.643
Name On It (feat. Chase Benji),Sha Mula,r&b,urban contemporary,0.546
No Way,OnCue,r&b,urban contemporary,0.657
The Language,Drake,r&b,urban contemporary,0.662
Eve - feat. Miss Kitty,Eve,r&b,urban contemporary,0.804
Tupac Back (feat. Rick Ross),Meek Mill,r&b,urban contemporary,0.673
The Rockers (feat. Wiz Khalifa),Action Bronson,r&b,urban contemporary,0.861
Drivin',Mr. Probz,r&b,urban contemporary,0.427
Gangsta,ScHoolboy Q,r&b,urban contemporary,0.937
Take Over,Gavlyn,r&b,urban contemporary,0.621
Type of Way,Rich Homie Quan,r&b,urban contemporary,0.509
Blocka,Pusha T,r&b,urban contemporary,0.522
Where U Been?,2 Chainz,r&b,urban contemporary,0.581
Nollie Tre Flip,Hopsin,r&b,urban contemporary,0.773
Cadillacs & Chevys,Jarren Benton,r&b,urban contemporary,0.82
m.A.A.d city,Kendrick Lamar,r&b,urban contemporary,0.729
Hella Hoes,A$AP Mob,r&b,urban contemporary,0.853
Try Me (feat. Young Thug),Trae Tha Truth,r&b,urban contemporary,0.532
Manolo,Trip Lee,r&b,urban contemporary,0.636
25 Bucks (feat. Purity Ring),Danny Brown,r&b,urban contemporary,0.848
Smokin & Drinkin,Danny Brown,r&b,urban contemporary,0.902
Alladat,Jarren Benton,r&b,urban contemporary,0.856
$100 (feat. Polo Donatello),Mibbs,r&b,urban contemporary,0.796
Push It,iSHi,r&b,urban contemporary,0.773
11-Jul,Beyoncé,r&b,urban contemporary,0.705
6 Man,Drake,r&b,urban contemporary,0.535
Used To,Drake,r&b,urban contemporary,0.427
No Tellin',Drake,r&b,urban contemporary,0.467
167,Emilio Rojas,r&b,urban contemporary,0.729
Cash Money,Mike Zombie,r&b,urban contemporary,0.829
Bitch Better Have My Money,Rihanna,r&b,urban contemporary,0.712
New Religion,Jazz Cartier,r&b,urban contemporary,0.709
M'$,A$AP Rocky,r&b,urban contemporary,0.686
Run Jozi (Godly) (feat. K.O),AKA,r&b,urban contemporary,0.935
Tip Toe Wing In My Jawwwdinz,Riff Raff,r&b,urban contemporary,0.408
Bando,Kalash,r&b,urban contemporary,0.647
El Chapo - feat. Skrillex,The Game,r&b,urban contemporary,0.912
Toi sur moi,MZ,r&b,urban contemporary,0.62
Terminus,La Fouine,r&b,urban contemporary,0.783
Trappes,La Fouine,r&b,urban contemporary,0.732
Monster,Rim'K,r&b,urban contemporary,0.629
Stupéfiant,Rim'K,r&b,urban contemporary,0.965
Everyday,Rim'K,r&b,urban contemporary,0.851
Alien,Rim'K,r&b,urban contemporary,0.709
Rayonnons,Jarod,r&b,urban contemporary,0.785
Argent sale,La Fouine,r&b,urban contemporary,0.671
These Days,Mike Stud,r&b,urban contemporary,0.364
Bombay (feat. Sembem & Sjaak),CHO,r&b,urban contemporary,0.533
Bankroll,Sy Ari Da Kid,r&b,urban contemporary,0.639
Vacation,Derin Falana,r&b,urban contemporary,0.499
Ill Mind Of Hopsin 8,Hopsin,r&b,urban contemporary,0.784
Imports,Chase,r&b,urban contemporary,0.463
Feeling Myself,Tdot illdude,r&b,urban contemporary,0.794
Molly,Ixzo,r&b,urban contemporary,0.407
Débrouillard,Damso,r&b,urban contemporary,0.667
Cups of Coffee,Alien Family,r&b,urban contemporary,0.82
Peanut Butter Jelly,T.I.,r&b,urban contemporary,0.687
Double Cup,Stackztootrill,r&b,urban contemporary,0.599
All The Way Up,Fat Joe,r&b,urban contemporary,0.721
Gumbo,Jay Rock,r&b,urban contemporary,0.75
Take Kare (feat. Lil Wayne),Migos,r&b,urban contemporary,0.442
SRS,Migos,r&b,urban contemporary,0.527
Rentlé dédans,Ol Kainry,r&b,urban contemporary,0.85
Bangala,Ol Kainry,r&b,urban contemporary,0.55
Clubber Lang,Ol Kainry,r&b,urban contemporary,0.828
Hookah,Ol Kainry,r&b,urban contemporary,0.834
Ice Cream Man,Tyga,r&b,urban contemporary,0.67
Gullah Gullah Island,Dear Silas,r&b,urban contemporary,0.539
Drake We Made It,Young Money,r&b,urban contemporary,0.821
Akwaba,MZ,r&b,urban contemporary,0.549
MD - Radio Edit,MZ,r&b,urban contemporary,0.783
Pause,MZ,r&b,urban contemporary,0.608
Lidl,MZ,r&b,urban contemporary,0.696
Deuboukéhi,MZ,r&b,urban contemporary,0.697
Dat $tick,Rich Brian,r&b,urban contemporary,0.508
Out My Face,Bankroll Mafia,r&b,urban contemporary,0.717
Power Over Me,Dermot Kennedy,r&b,urban contemporary,0.843
Ever After,Marianas Trench,r&b,urban contemporary,0.632
I Forget Where We Were,Ben Howard,r&b,urban contemporary,0.462
Be Alright,Dean Lewis,r&b,urban contemporary,0.586
Chemicals,Dean Lewis,r&b,urban contemporary,0.463
Everything Or Nothing,Picture This,r&b,urban contemporary,0.685
Lose My Mind,Dean Lewis,r&b,urban contemporary,0.642
No Right To Love You - Acoustic,Rhys Lewis,r&b,urban contemporary,0.269
This Morning,Picture This,r&b,urban contemporary,0.826
At My Weakest,James Arthur,r&b,urban contemporary,0.433
Consequences,Camila Cabello,r&b,urban contemporary,0.292
Be Your Man - Acoustic,Rhys Lewis,r&b,urban contemporary,0.197
Can I Be Him,James Arthur,r&b,urban contemporary,0.543
Cringe - Stripped,Matt Maeson,r&b,urban contemporary,0.276
Quiet,Natalie Weiss,r&b,urban contemporary,0.289
Lost Boy,Ruth B.,r&b,urban contemporary,0.0565
My Immortal - Band Version,Evanescence,r&b,urban contemporary,0.34
Why,Skinny Living,r&b,urban contemporary,0.503
You Are The Reason,Calum Scott,r&b,urban contemporary,0.235
If I Could Fly,One Direction,r&b,urban contemporary,0.245
Already Gone,Sleeping At Last,r&b,urban contemporary,0.248
Soldier,James TW,r&b,urban contemporary,0.639
You Said You'd Grow Old With Me,Michael Schulte,r&b,urban contemporary,0.347
What Have I Done,Dermot Kennedy,r&b,urban contemporary,0.581
Walk Me Home,P!nk,r&b,urban contemporary,0.453
The Story Never Ends,Lauv,r&b,urban contemporary,0.126
Somebody Else,The 1975,r&b,urban contemporary,0.793
The Last Time,The Script,r&b,urban contemporary,0.746
Outnumbered,Dermot Kennedy,r&b,urban contemporary,0.684
Better Half of Me,Tom Walker,r&b,urban contemporary,0.447
Better Than Today,Rhys Lewis,r&b,urban contemporary,0.234
Why I Love You,MAJOR.,r&b,urban contemporary,0.214
You & Me,James TW,r&b,urban contemporary,0.686
In Case You Don't Live Forever,Ben Platt,r&b,urban contemporary,0.307
Birthday,JP Cooper,r&b,urban contemporary,0.581
Waves,Dean Lewis,r&b,urban contemporary,0.729
Leave a Light On,Tom Walker,r&b,urban contemporary,0.625
"Fire On Fire - From ""Watership Down""",Sam Smith,r&b,urban contemporary,0.407
Not About Angels,Birdy,r&b,urban contemporary,0.111
Let Me Down Slowly,Alec Benjamin,r&b,urban contemporary,0.557
Bad,James Bay,r&b,urban contemporary,0.413
If We Have Each Other,Alec Benjamin,r&b,urban contemporary,0.577
